model,scene,nodeType,methodName,totalTime,execCount
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcReleaseProductRoutingInDays,1666636,1022644
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcAbnormalTime,10634,31724
supplychain-planner,性能测试1/3,ProductInStockingPointInMonth,calcPhysicalInventoryLevelStart,3102,11904
supplychain-planner,性能测试1/3,Product,calcInsertOrderDemandsForN,798,1989
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcCumulativeCycleTime,4647,7931
supplychain-planner,性能测试1/3,PeriodTask,calcAsLeadPreviousStepInPeriod,3427,7912
supplychain-planner,性能测试1/3,PeriodTask,calcCurrencyInPeriod,2749,7912
supplychain-planner,性能测试1/3,PeriodTask,calcStart,3886,7912
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcChildrenProduct,4303,5952
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcUnitAvailabilitiesOnOwner,7,35
supplychain-planner,性能测试1/3,ProductRouting,calcProductRoutingSteps,30565,4944
supplychain-planner,性能测试1/3,Product,calcFinishedQuantity,1423,2976
supplychain-planner,性能测试1/3,BillOfMaterial,calcRawMaterial,2479,1984
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcTotalFulfilledDependentDemandQuantity,2064,5952
supplychain-planner,性能测试1/3,PlanOrderStep,calcPlanOrderId,18247,13853
supplychain-planner,性能测试1/3,UnitPeriodTime,calcMaxTotalProductCapacity,88,1330
supplychain-planner,性能测试1/3,DependentDemand,calcQuantityFromOpt,972,3948
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcCurrentPhysicalInventoryQuantity,3448,5952
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcShiftPattern,8,35
supplychain-planner,性能测试1/3,ProductRoutingInDay,calcReleaseProductInStockingPointInPeriod,154722,34545
supplychain-planner,性能测试1/3,PlanOrder,calcHasLotSizeInThisPeriod,3141,13853
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcResourceFlag,23746,49576
supplychain-planner,性能测试1/3,PlanOrderStep,calcWorkOrderSteps,5686,13853
supplychain-planner,性能测试1/3,UnitPeriodTime,calcDigitalRoutingPatternId,1090,1330
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcOriginalSalesDemandQuantity,17283,41664
supplychain-planner,性能测试1/3,ProductInStockingPointInMonth,calcDependentDemandQuantity,6866,23808
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcSupplyChainPlanner,25,35
supplychain-planner,性能测试1/3,ProductRoutingInDay,calcLastRoutingStep,218570,34545
supplychain-planner,性能测试1/3,DependentDemand,calcPreviousPeriodTask,6667,3948
supplychain-planner,性能测试1/3,ProductRouting,calcTotalQuantityFromPP,145959,2966
supplychain-planner,性能测试1/3,SupplyChainUnit,calcUnitMutexInPeriod,150,195
supplychain-planner,性能测试1/3,Product,calcIsJitOuterPackageMaterial,872,1989
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcPurchaseRequestReleaseQuantity,16614,27776
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcUnUsedQuantity,15262,41664
supplychain-planner,性能测试1/3,PeriodTask,calcLeadNextStepInPeriods,6507,7912
supplychain-planner,性能测试1/3,ProductRoutingInMonth,calcPlanQuantity,1447,987
supplychain-planner,性能测试1/3,ProductRoutingInMonth,calcEnd,1268,987
supplychain-planner,性能测试1/3,UnitPeriodTime,calcMutexProductions,329,1330
supplychain-planner,性能测试1/3,ProductionVersion,calcProduct,1429,1990
supplychain-planner,性能测试1/3,ProductRoutingStep,calcQuantityFromPreviousStepFactor,653,3958
supplychain-planner,性能测试1/3,UnitPeriodTime,calcVariableCostPerHour,269,1330
supplychain-planner,性能测试1/3,SupplyChainUnit,calcSupplyChainId,307,195
supplychain-planner,性能测试1/3,PeriodTask,calcDependentDemands,28059,15824
supplychain-planner,性能测试1/3,ProductInStockingPointInMonth,calcNewSupplyQuantityInPP,7122,9920
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcPurchaseOrderReleaseQuantity,16206,41664
supplychain-planner,性能测试1/3,InputProduct,calcProductInStokingPoint,3222,1979
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcTunePercentage,7078,5952
supplychain-planner,性能测试1/3,PeriodTask,calcUnitPeriodMutexExtra,2549,7912
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcInventoryCostRatio,11691,7931
supplychain-planner,性能测试1/3,SupplyChainUnit,calcProductRoutings,29710,585
supplychain-planner,性能测试1/3,ProductRouting,calcTotalAvailableCapacity,4812,3957
supplychain-planner,性能测试1/3,SupplyChain,calcLevel,8,6
supplychain-planner,性能测试1/3,ProductRoutingInDay,calcReleaseProductInStockingPointInPeriods,191925,34545
supplychain-planner,性能测试1/3,ProductRouting,calcProductionVersionValidTill,4953,1979
supplychain-planner,性能测试1/3,PlanOrder,calcOrderTypeName,7014,13853
supplychain-planner,性能测试1/3,PlanOrderStep,calcDependentDemands,15997,13853
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriodForPP,calcFulfilledDemandQuantity,6957,27776
supplychain-planner,性能测试1/3,ProductRoutingStep,calcLeadRoutingStepOnUnit,2596,3958
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcCapacityFactor,48,35
supplychain-planner,性能测试1/3,PeriodTask,calcPreviousUnitPeriod,4625,7912
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcIsBeforeStartOfPlanningHorizon,24002,41664
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcPrevious,129278,41664
supplychain-planner,性能测试1/3,Product,calcProductLevelNode,4023,1989
supplychain-planner,性能测试1/3,PeriodTask,calcPeriodTasksOnPRS,15090,15824
supplychain-planner,性能测试1/3,NewSupply,calcRelativeDuration,4087,7912
supplychain-planner,性能测试1/3,DependentDemand,calcLeadSameStepInPeriodsOnPT,8094,3948
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcIsFirstBreakDownStockInSeries,15990,41664
supplychain-planner,性能测试1/3,Period,calcSupplyChainUnitNode,18950,14
supplychain-planner,性能测试1/3,ProductRoutingInDay,calcDetectedDuration,6718,34545
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcUnfulfillReason,46967,91240
supplychain-planner,性能测试1/3,ProductRoutingInMonth,calcProductRoutingInDays,13230,987
supplychain-planner,性能测试1/3,OutputProduct,calcHasLikToProductInStockingPoint,816,1979
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcUnitCapacity,1729,63
supplychain-planner,性能测试1/3,PeriodTask,calcAllPlanOrderSteps,43284,15824
supplychain-planner,性能测试1/3,DependentDemand,calcSupplyFulfilledDemands,575,3948
supplychain-planner,性能测试1/3,PeriodTask,calcProductIdOfOutput,5175,7912
supplychain-planner,性能测试1/3,PeriodDefinitionSequence,calcEnd,28,3
supplychain-planner,性能测试1/3,ProductRoutingInDay,calcPlanReleaseDate,139555,34545
supplychain-planner,性能测试1/3,PeriodTask,calcIsUnitGroupAvailableCapacityZero,23884,19788
supplychain-planner,性能测试1/3,PlanOrder,calcQuantity,9602,13853
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcSampleCount,2623,5952
supplychain-planner,性能测试1/3,PlanOrder,calcNeedReleaseQuantity,9675,25727
supplychain-planner,性能测试1/3,OutputProduct,calcHasSameUOM,4192,1979
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcTotalUnavailableCapacity,88,63
supplychain-planner,性能测试1/3,UnitPeriodTime,calcMinCapacity,105,1330
supplychain-planner,性能测试1/3,PeriodTask,calcMaterialReason,15432,11860
supplychain-planner,性能测试1/3,UnitPeriodTime,calcChildrenUnits,836,1330
supplychain-planner,性能测试1/3,PlanOrderStep,calcProductRoutingId,13798,13853
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcUnitCost,7,35
supplychain-planner,性能测试1/3,ProductRoutingInMonth,calcFromPISP,2317,987
supplychain-planner,性能测试1/3,NewSupply,calcIsLastForPT,7666,7912
supplychain-planner,性能测试1/3,Period,calcNextPeriod,13,7
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcInnerNewSupplies,22873,49576
supplychain-planner,性能测试1/3,OutputProduct,calcProductRoutingSteps,2749,2971
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcIsFinishedProductStockingPoint,9685,5952
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcNrOfOpen,62,63
supplychain-planner,性能测试1/3,DependentDemand,calcReleaseInventoryLevelEnd,2841,3948
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcInvalidRoutingFlag,338078,166236
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcOriginalSalesDemandQuantityForN,6744,11904
supplychain-planner,性能测试1/3,DependentDemand,calcFactor,2982,3948
supplychain-planner,性能测试1/3,PlanOrderStep,calcEnd,17523,13853
supplychain-planner,性能测试1/3,Product,calcProductInStockingPointInPeriods,30896,9925
supplychain-planner,性能测试1/3,PeriodDefinition,calcTimeUnitLevel,2,1
supplychain-planner,性能测试1/3,SupplyChainUnit,calcOutputStockingPointUnits,117,195
supplychain-planner,性能测试1/3,DailyPeriod,calcDuration,42,35
supplychain-planner,性能测试1/3,InputProduct,calcProductName,970,1979
supplychain-planner,性能测试1/3,PlanOrderStep,calcPeriod,20286,13853
supplychain-planner,性能测试1/3,PeriodDefinitionSequence,calcPeriods,30,2
supplychain-planner,性能测试1/3,UnitPeriodTime,calcHasUnitCost,2455,1330
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcOriginalSalesDemandQuantityForN3,2371,5952
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcOriginalSalesDemandQuantityForN2,2519,5952
supplychain-planner,性能测试1/3,SupplyChainPlanner,calcLatestFrozenPeriodStart,523,1
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcOriginalSalesDemandQuantityForN1,1903,5952
supplychain-planner,性能测试1/3,Product,calcTotalQuantityDemandN,970,1989
supplychain-planner,性能测试1/3,UnitPeriodQuantity,calcMaintenanceFactor,7,35
supplychain-planner,性能测试1/3,Period,calcPlanOrders,36838,14
supplychain-planner,性能测试1/3,Product,calcParent,5002,3978
supplychain-planner,性能测试1/3,NewSupply,calcResourceFlag,6007,7912
supplychain-planner,性能测试1/3,PlanOrder,calcProductId,29307,13853
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcIsSemiFinishedProductStockingPoint,18170,41664
supplychain-planner,性能测试1/3,ProductRouting,calcIsValid,21630,1979
supplychain-planner,性能测试1/3,ProductRouting,calcPeriodTasks,12001,3957
supplychain-planner,性能测试1/3,PeriodTask,calcAsLeadSameStepInPeriod,13941,15824
supplychain-planner,性能测试1/3,ProductRoutingStep,calcPeriodTasks,7485,3957
supplychain-planner,性能测试1/3,BusinessKPI,calcResourceUtilization,265,469
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcTargetInventoryLevelEndForRelease,3902,5952
supplychain-planner,性能测试1/3,ProductInStockingPointInPeriod,calcProductionLinesOption,208634,55482
supplychain-planner,性能测试1/3,SupplyChainUnit,calcMutexProductions,75,195
supplychain-planner,性能测试1/3,DependentDemand,calcTotalQuantityFromOpt,926,3964
supplychain-planner,性能测试1/3,NewSupply,calcSupplierId,2347,11860
supplychain-planner,性能测试1/3,ProductRouting,calcHasProductInStockingPointToOptimized,3730,3958
supplychain-planner,性能测试1/3,ProductInStockingPoint,calcInitInventoryCoef,25464,7931
supplychain-planner,性能测试1/3,PlanOrderStep,calcLeadPeriodTask,16107,13853
supplychain-planner,性能测试1/3,ProductRoutingInDay,calcReleaseProductInStockingPoint,143562,34545
